"Name","Sex","Event","Equipment","Age","AgeClass","Division","BodyweightKg","WeightClassKg","Squat1Kg","Squat2Kg","Squat3Kg","Squat4Kg","Best3SquatKg","Bench1Kg","Bench2Kg","Bench3Kg","Bench4Kg","Best3BenchKg","Deadlift1Kg","Deadlift2Kg","Deadlift3Kg","Deadlift4Kg","Best3DeadliftKg","TotalKg","Place","Wilks","McCulloch","Glossbrenner","IPFPoints","Tested","Country","Federation","Date","MeetCountry","MeetState","MeetName","id","na_count"
"Benjamin Lair","M","B","Raw",22.5,"20-23","Juniors",90.34,"",NA,NA,NA,NA,NA,135,145,150,NA,150,NA,NA,NA,NA,NA,150,"8",95.58,95.58,92.1,575.68,"Yes","","FFForce","2018-06-23","France","","Challenge Villenave",1258621,11
"Jean Baptiste Becquet","M","B","Raw",21.5,"20-23","Juniors",77.5,"",NA,NA,NA,NA,NA,90,97.5,100,NA,100,NA,NA,NA,NA,NA,100,"9",69.69,70.38,67.36,427.05,"Yes","","FFForce","2018-06-23","France","","Challenge Villenave",1258622,11
"Elliot Pouget","M","B","Raw",21.5,"20-23","Juniors",56.69,"",NA,NA,NA,NA,NA,95,100,105,NA,105,NA,NA,NA,NA,NA,105,"10",94.46,95.4,92.3,584.05,"Yes","","FFForce","2018-06-23","France","","Challenge Villenave",1258623,11
"Victor Tirebaque","M","B","Raw",22.5,"20-23","Juniors",106.81,"",NA,NA,NA,NA,NA,180,-190,190,NA,190,NA,NA,NA,NA,NA,190,"11",112.87,112.87,108.24,656.02,"Yes","","FFForce","2018-06-23","France","","Challenge Villenave",1258624,11
"Sébastien Meister","M","B","Raw",23,"20-23","Juniors",112.08,"",NA,NA,NA,NA,NA,162.5,167.5,-170,NA,167.5,NA,NA,NA,NA,NA,167.5,"12",98.02,98.02,93.83,562.22,"Yes","","FFForce","2018-06-23","France","","Challenge Villenave",1258625,11
"Arnaud Haaf","M","D","Raw",20,"20-23","Juniors",64.17,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,180,190,NA,190,190,"1",152.73,157.32,148.4,512.01,"Yes","France","FFForce","2018-06-23","France","","Challenge Villenave",1258626,11
"Benjamin Garel","M","D","Raw",21.5,"20-23","Juniors",80.35,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.5,207.5,215,NA,215,215,"2",146.38,147.84,141.39,515.64,"Yes","","FFForce","2018-06-23","France","","Challenge Villenave",1258627,11
"Yanis Bouchou","M","D","Raw",21.5,"20-23","Juniors",79.94,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,285,-307.5,NA,285,285,"3",194.66,196.61,188.05,712.44,"Yes","","FFForce","2018-06-23","France","","Challenge Villenave",1258628,11
"Kamal Bouslim","M","D","Raw",18.5,"18-19","Juniors",79.47,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,237.5,245,NA,245,245,"4",167.97,174.69,162.28,602.81,"Yes","","FFForce","2018-06-23","France","","Challenge Villenave",1258629,11
"Sofyann Ait Naceur","M","D","Raw",22.5,"20-23","Juniors",89.63,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,-260,-260,NA,245,245,"5",156.74,156.74,151.06,564.63,"Yes","","FFForce","2018-06-23","France","","Challenge Villenave",1258630,11
"Innès Allouache","F","D","Raw",18.5,"18-19","Juniors",82.73,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.5,172.5,180,NA,180,180,"6",161.76,168.23,141.57,646.56,"Yes","France","FFForce","2018-06-23","France","","Challenge Villenave",1258631,11
"Florian Le Boulanger","M","D","Raw",22.5,"20-23","Juniors",83.65,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,250,-260,NA,250,250,"7",166.11,166.11,160.32,599.75,"Yes","","FFForce","2018-06-23","France","","Challenge Villenave",1258632,11
"Guillaume Angelini","M","D","Raw",19.5,"20-23","Juniors",72.82,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-220,220,-235,NA,220,220,"8",160.08,164.89,154.96,560.46,"Yes","","FFForce","2018-06-23","France","","Challenge Villenave",1258633,11
"Steve Gouet","M","D","Raw",22.5,"20-23","Juniors",76.21,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,240,-245,NA,240,240,"9",169.14,169.14,163.56,602.81,"Yes","","FFForce","2018-06-23","France","","Challenge Villenave",1258634,11
"Frédéric Nauche","M","D","Raw",18.5,"18-19","Juniors",86.77,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205,-210,210,NA,210,210,"10",136.67,142.14,131.81,480.22,"Yes","","FFForce","2018-06-23","France","","Challenge Villenave",1258635,11
"Florian Roiron","M","D","Raw",22.5,"20-23","Juniors",104.88,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,205,215,NA,215,215,"11",128.53,128.53,123.33,445.11,"Yes","","FFForce","2018-06-23","France","","Challenge Villenave",1258636,11
"Jordan Nechar","M","D","Raw",21.5,"20-23","Juniors",77.99,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-230,-230,-230,NA,NA,NA,"DQ",NA,NA,NA,NA,"Yes","","FFForce","2018-06-23","France","","Challenge Villenave",1258637,17
"Fabrice Bertin","M","S","Raw",51,"50-54","Masters",84.11,"",190,205,212.5,NA,212.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212.5,"1",140.74,161.43,135.82,583.05,"Yes","France","FFForce","2018-06-23","France","","Challenge Villenave",1258638,11
"Denis Handala","M","S","Raw",47.5,"45-49","Masters",83.6,"",212.5,-222.5,-222.5,NA,212.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212.5,"2",141.24,152.83,136.32,585.49,"Yes","France","FFForce","2018-06-23","France","","Challenge Villenave",1258639,11
"Rémi Bertrand","M","S","Raw",47.5,"45-49","Masters",91.46,"",215,227.5,-232.5,NA,227.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227.5,"3",144.07,155.88,138.79,590.73,"Yes","France","FFForce","2018-06-23","France","","Challenge Villenave",1258640,11
"France Juilien","F","S","Raw",46.5,"45-49","Masters",70.62,"",120,-127.5,132.5,NA,132.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.5,"4",131.02,139.93,115.47,591.25,"Yes","France","FFForce","2018-06-23","France","","Challenge Villenave",1258641,11
"Jean-Claude Pinat","M","S","Raw",54.5,"50-54","Masters",108.03,"",210,215,-220,NA,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,"5",127.25,153.21,121.98,503.96,"Yes","","FFForce","2018-06-23","France","","Challenge Villenave",1258642,11
"Vincent Casenove","M","S","Raw",45.5,"45-49","Masters",73.27,"",170,180,190,NA,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,"6",137.64,145.21,133.21,574.99,"Yes","France","FFForce","2018-06-23","France","","Challenge Villenave",1258643,11
"Hervé Cayuela","M","S","Raw",48.5,"45-49","Masters",111.1,"",195,202.5,-207.5,NA,202.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.5,"7",118.81,130.34,113.77,466.9,"Yes","","FFForce","2018-06-23","France","","Challenge Villenave",1258644,11
"Charles Duval","M","S","Raw",46,"45-49","Masters",123.69,"",220,235,240,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,"8",137.06,146.38,130.62,521.86,"Yes","France","FFForce","2018-06-23","France","","Challenge Villenave",1258645,11
"Georges Mingot","M","S","Raw",54,"50-54","Masters",82.04,"",180,187.5,-195,NA,187.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187.5,"9",126.03,151.74,121.68,522.71,"Yes","France","FFForce","2018-06-23","France","","Challenge Villenave",1258646,11
"Stéphane Coudoux","M","B","Raw",43,"40-44","Masters",90.41,"",NA,NA,NA,NA,NA,150,157.5,160,NA,160,NA,NA,NA,NA,NA,160,"1",101.91,105.07,98.2,613.76,"Yes","France","FFForce","2018-06-23","France","","Challenge Villenave",1258647,11
"Patrick LeBlevennec","M","B","Raw",55,"55-59","Masters",91.92,"",NA,NA,NA,NA,NA,155,-160,-160,NA,155,NA,NA,NA,NA,NA,155,"2",97.92,119.95,94.32,588.09,"Yes","France","FFForce","2018-06-23","France","","Challenge Villenave",1258648,11
"Hervé France","M","B","Raw",51.5,"50-54","Masters",93.16,"",NA,NA,NA,NA,NA,-177.5,177.5,-182.5,NA,177.5,NA,NA,NA,NA,NA,177.5,"3",111.41,127.79,107.28,667.59,"Yes","France","FFForce","2018-06-23","France","","Challenge Villenave",1258649,11
"Michael Bernard","M","B","Raw",47.5,"45-49","Masters",66.42,"",NA,NA,NA,NA,NA,140,147.5,150,NA,150,NA,NA,NA,NA,NA,150,"4",117.17,126.78,113.71,724.39,"Yes","","FFForce","2018-06-23","France","","Challenge Villenave",1258650,11
"Lionel Suc","M","B","Raw",43,"40-44","Masters",83.13,"",NA,NA,NA,NA,NA,145,150,152.5,NA,152.5,NA,NA,NA,NA,NA,152.5,"5",101.7,104.85,98.17,619.61,"Yes","France","FFForce","2018-06-23","France","","Challenge Villenave",1258651,11
"Pascal Carrere","M","B","Raw",50.5,"50-54","Masters",103.84,"",NA,NA,NA,NA,NA,190,195,-197.5,NA,195,NA,NA,NA,NA,NA,195,"6",116.99,132.19,112.3,684.85,"Yes","France","FFForce","2018-06-23","France","","Challenge Villenave",1258652,11
"Martine Servajean","F","B","Raw",59.5,"55-59","Masters",45.92,"",NA,NA,NA,NA,NA,67.5,70,72.5,NA,72.5,NA,NA,NA,NA,NA,72.5,"7",99.13,130.36,88.54,674.32,"Yes","France","FFForce","2018-06-23","France","","Challenge Villenave",1258653,11
"Michel Marneur","M","B","Raw",49.5,"45-49","Masters",93.92,"",NA,NA,NA,NA,NA,160,-170,NA,NA,160,NA,NA,NA,NA,NA,160,"8",100.05,111.35,96.32,598.59,"Yes","France","FFForce","2018-06-23","France","","Challenge Villenave",1258654,12
"Marie-Christine Pracella","F","B","Raw",52.5,"50-54","Masters",58.48,"",NA,NA,NA,NA,NA,90,92.5,-95,NA,92.5,NA,NA,NA,NA,NA,92.5,"9",105.21,122.56,92.99,757.39,"Yes","France","FFForce","2018-06-23","France","","Challenge Villenave",1258655,11
"André Geffry","M","D","Raw",41.5,"40-44","Masters",82.87,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,-270,270,NA,270,270,"1",180.39,182.2,174.14,657.76,"Yes","France","FFForce","2018-06-23","France","","Challenge Villenave",1258656,11
"Nina Le Blevenec","F","D","Raw",46,"45-49","Masters",59.5,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,157.5,160,NA,160,160,"2",179.54,191.75,158.65,646.39,"Yes","France","FFForce","2018-06-23","France","","Challenge Villenave",1258657,11
"Gemel Boughamdouz","M","D","Raw",54.5,"50-54","Masters",90.33,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,235,-252.5,NA,235,235,"3",149.74,180.29,144.29,535.78,"Yes","France","FFForce","2018-06-23","France","","Challenge Villenave",1258658,11
"Thierry Cahoreau","M","D","Raw",47.5,"45-49","Masters",100.67,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,240,-250,NA,240,240,"4",145.68,157.62,139.98,518.47,"Yes","","FFForce","2018-06-23","France","","Challenge Villenave",1258659,11
"Olivier Bonnel","M","D","Raw",44.5,"40-44","Masters",97.83,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,267.5,-275,NA,267.5,267.5,"5",164.27,171.33,157.98,596.89,"Yes","France","FFForce","2018-06-23","France","","Challenge Villenave",1258660,11
"André Peeters","M","D","Raw",47.5,"45-49","Masters",99.91,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,225,-250,NA,225,225,"6",136.98,148.21,131.65,482.33,"Yes","France","FFForce","2018-06-23","France","","Challenge Villenave",1258661,11
"Frédéric Tinebra","M","D","Raw",39.5,"35-39","Masters",59.51,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,185,-190,NA,185,185,"7",158.97,158.97,154.96,521.41,"Yes","France","FFForce","2018-06-23","France","","Challenge Villenave",1258662,11
"Patrick Beaupuits","M","D","Raw",59.5,"55-59","Masters",66.48,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-160,160,-167.5,NA,160,160,"8",124.89,164.23,121.2,409.84,"Yes","France","FFForce","2018-06-23","France","","Challenge Villenave",1258663,11
"Lydie Grouet Molling","F","D","Raw",57.5,"55-59","Masters",57.5,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,112.5,-120,NA,112.5,112.5,"9",129.65,164.4,114.63,452.46,"Yes","France","FFForce","2018-06-23","France","","Challenge Villenave",1258664,11
"Noémie Allabert","F","SBD","Raw",26,"24-34","Open",46.66,"47",107.5,112.5,-115,NA,112.5,57.5,-62.5,-62.5,NA,57.5,132.5,137.5,150,NA,150,320,"1",432.62,432.62,385.87,646.4,"Yes","France","FFForce","2017-04-08","France","","France Force Athlétique Open",1258665,3
"Stéphanie Legard","F","SBD","Raw",35,"35-39","Open",46.59,"47",112.5,117.5,-120.5,NA,117.5,62.5,67.5,-70,NA,67.5,122.5,127.5,132.5,NA,132.5,317.5,"2",429.7,429.7,383.31,641.52,"Yes","France","FFForce","2017-04-08","France","","France Force Athlétique Open",1258666,3
"Andréa Durand","F","SBD","Raw",22,"20-23","Open",46.83,"47",-115,115,-120.5,NA,115,70,73,-75,NA,73,120,125,-127.5,NA,125,313,"3",422.05,426.27,376.34,629.79,"Yes","France","FFForce","2017-04-08","France","","France Force Athlétique Open",1258667,3
"Audrey Mingot","F","SBD","Raw",23.5,"24-34","Open",51.48,"52",97.5,102.5,105,NA,105,75,80,82.5,NA,82.5,122.5,130,135.5,NA,135.5,323,"1",405.8,405.8,359.84,617.42,"Yes","France","FFForce","2017-04-08","France","","France Force Athlétique Open",1258668,3
"Marianne Bouvard","F","SBD","Raw",40.5,"40-44","Open",51.14,"52",100,105,-107.5,NA,105,67.5,70,-72.5,NA,70,107.5,-117.5,NA,NA,107.5,282.5,"2",356.73,356.73,316.42,537.02,"Yes","France","FFForce","2017-04-08","France","","France Force Athlétique Open",1258669,4
"Mélodie Anthouard","F","SBD","Raw",28,"24-34","Open",56.73,"57",127.5,132.5,-137.5,NA,132.5,95,-100,-100,NA,95,-140,140,150,NA,150,377.5,"1",439.68,439.68,388.82,690.46,"Yes","France","FFForce","2017-04-08","France","","France Force Athlétique Open",1258670,3
"Agnès Alves","F","SBD","Raw",21,"20-23","Open",55.69,"57",115,-120,122.5,NA,122.5,70,-75,-75,NA,70,130,140,142.5,NA,142.5,335,"2",395.88,403.8,350.21,615.45,"Yes","France","FFForce","2017-04-08","France","","France Force Athlétique Open",1258671,3
"Marie France Cabos","F","SBD","Raw",49.5,"45-49","Open",56.02,"57",97.5,102.5,105,NA,105,60,65,67.5,NA,67.5,137.5,142.5,145,NA,145,317.5,"3",373.47,415.67,330.34,580.03,"Yes","France","FFForce","2017-04-08","France","","France Force Athlétique Open",1258672,3
"Julia Magnier","F","SBD","Raw",23.5,"24-34","Open",54.62,"57",102.5,-107.5,107.5,NA,107.5,52.5,-57.5,-57.5,NA,52.5,137.5,147.5,-157.5,NA,147.5,307.5,"4",368.95,368.95,326.54,568.07,"Yes","","FFForce","2017-04-08","France","","France Force Athlétique Open",1258673,3
"Margot Auray","F","SBD","Raw",24.5,"24-34","Open",54.8,"57",90,100,-105,NA,100,55,-60,60,NA,60,120,130,135,NA,135,295,"5",353.04,353.04,312.43,542.79,"Yes","","FFForce","2017-04-08","France","","France Force Athlétique Open",1258674,3
"Cécile Courqueux","F","SBD","Raw",33.5,"24-34","Open",54.69,"57",100,107.5,-112.5,NA,107.5,55,57.5,-60,NA,57.5,115,122.5,127.5,NA,127.5,292.5,"6",350.6,350.6,310.29,538.47,"Yes","France","FFForce","2017-04-08","France","","France Force Athlétique Open",1258675,3
"Saymie Daria","F","SBD","Raw",18,"18-19","Open",56.16,"57",100,-105,-105,NA,100,-57.5,57.5,62.5,NA,62.5,110,117.5,-120,NA,117.5,280,"7",328.71,348.44,290.74,507.52,"Yes","","FFForce","2017-04-08","France","","France Force Athlétique Open",1258676,3
"Prescillia Bavoil","F","SBD","Raw",23,"20-23","Open",60.97,"63",-152.5,-152.5,152.5,NA,152.5,80,85,87.5,NA,87.5,170,177.5,-182.5,NA,177.5,417.5,"1",459.73,459.73,406.12,738.1,"Yes","France","FFForce","2017-04-08","France","","France Force Athlétique Open",1258677,3
"Kelly Paszkowski","F","SBD","Raw",27,"24-34","Open",59.95,"63",140,-145,-145,NA,140,70,75,-77.5,NA,75,165,172.5,-178,NA,172.5,387.5,"2",432.3,432.3,381.96,689.47,"Yes","France","FFForce","2017-04-08","France","","France Force Athlétique Open",1258678,3
"Yveline Gironcel","F","SBD","Raw",27.5,"24-34","Open",62.45,"63",-95,95,-110,NA,95,65,72.5,-75,NA,72.5,130,145,150,NA,150,317.5,"3",343.26,343.26,303.14,550.34,"Yes","","FFForce","2017-04-08","France","","France Force Athlétique Open",1258679,3
"Marie-Odile Cavin","F","SBD","Raw",34,"24-34","Open",61.19,"63",95,100,-105,NA,100,70,72.5,-75,NA,72.5,135,140,142.5,NA,142.5,315,"4",345.91,345.91,305.55,551.07,"Yes","","FFForce","2017-04-08","France","","France Force Athlétique Open",1258680,3
"Virginie Clisson","F","SBD","Raw",23.5,"24-34","Open",66.72,"72",125,132.5,137.5,NA,137.5,75,78,-80,NA,78,155,-160,-160,NA,155,370.5,"1",381.32,381.32,336.45,625.22,"Yes","","FFForce","2017-04-08","France","","France Force Athlétique Open",1258681,3
"Anne-Olympe Moulet","F","SBD","Raw",26,"24-34","Open",66.46,"72",127.5,-132.5,-132.5,NA,127.5,72.5,77.5,78.5,NA,78.5,140,150,152.5,NA,152.5,358.5,"2",370.02,370.02,326.49,605.68,"Yes","France","FFForce","2017-04-08","France","","France Force Athlétique Open",1258682,3
"France Juilien","F","SBD","Raw",45.5,"45-49","Open",67.88,"72",-120,125,130,NA,130,65,67.5,-70,NA,67.5,145,152.5,-160,NA,152.5,350,"3",355.79,375.36,313.82,585.41,"Yes","France","FFForce","2017-04-08","France","","France Force Athlétique Open",1258683,3
"Camille Pailha","F","SBD","Raw",17,"16-17","Open",66.36,"72",95,105,115,NA,115,67.5,75,-80.5,NA,75,130,142.5,-152.5,NA,142.5,332.5,"4",343.56,371.04,303.15,561.27,"Yes","France","FFForce","2017-04-08","France","","France Force Athlétique Open",1258684,3
"Camille Fabre","F","SBD","Raw",24.5,"24-34","Open",68.31,"72",-125,125,-130,NA,125,-77.5,77.5,-80,NA,77.5,-130,130,-140,NA,130,332.5,"5",336.48,336.48,296.76,554.09,"Yes","","FFForce","2017-04-08","France","","France Force Athlétique Open",1258685,3
"Stéphanie Ciuti","F","SBD","Raw",35.5,"35-39","Open",68.5,"72",100,105,110,NA,110,57.5,60,-62.5,NA,60,150,155,160.5,NA,160.5,330.5,"6",333.8,333.8,294.38,550.03,"Yes","","FFForce","2017-04-08","France","","France Force Athlétique Open",1258686,3
"Cindy Hebe","F","SBD","Raw",28.5,"24-34","Open",83.3,"84",-125,125,-132.5,NA,125,75,80,-85,NA,80,170,180,-185,NA,180,385,"1",344.77,344.77,301.59,590.49,"Yes","","FFForce","2017-04-08","France","","France Force Athlétique Open",1258687,3
"Appoline Rouyer","F","SBD","Raw",22.5,"20-23","Open",76.57,"84",-130,130,-135,NA,130,60,65,-67.5,NA,65,130,135,140,NA,140,335,"2",314.43,314.43,276.35,531.98,"Yes","","FFForce","2017-04-08","France","","France Force Athlétique Open",1258688,3
"Vincent Todaro","M","SBD","Raw",32,"24-34","Open",57.59,"59",160,165,167.5,NA,167.5,87.5,92.5,97.5,NA,97.5,200,205,-210,NA,205,470,"1",416.46,416.46,406.62,599.87,"Yes","","FFForce","2017-04-08","France","","France Force Athlétique Open",1258689,3
"Stéphane Tran","M","SBD","Raw",25.5,"24-34","Open",57.16,"59",140,-147.5,147.5,NA,147.5,100,107.5,-115,NA,107.5,190,-200,-200,NA,190,445,"2",397.14,397.14,387.91,567.22,"Yes","","FFForce","2017-04-08","France","","France Force Athlétique Open",1258690,3
"Nicolas Martin","M","SBD","Raw",28.5,"24-34","Open",58,"59",125,-130,-130,NA,125,90,-95,95,NA,95,185,190,200,NA,200,420,"3",369.67,369.67,360.79,523.66,"Yes","","FFForce","2017-04-08","France","","France Force Athlétique Open",1258691,3
"Paul Valeyre","M","SBD","Raw",26,"24-34","Open",57.3,"59",140,147.5,-152.5,NA,147.5,100,-105,-105,NA,100,-190,-190,NA,NA,NA,NA,"DQ",NA,NA,NA,NA,"Yes","","FFForce","2017-04-08","France","","France Force Athlétique Open",1258692,10
"Franck Jouveaux","M","SBD","Raw",45.5,"45-49","Open",65.45,"66",180,190,200,NA,200,115,120,-122.5,NA,120,210,225,240,NA,240,560,"1",442.76,467.11,429.9,657.48,"Yes","France","FFForce","2017-04-08","France","","France Force Athlétique Open",1258693,3
"David Pascau","M","SBD","Raw",26,"24-34","Open",65.53,"66",190,200,207.5,NA,207.5,120,125,127.5,NA,127.5,205,217.5,222.5,NA,222.5,557.5,"2",440.34,440.34,427.53,653.53,"Yes","France","FFForce","2017-04-08","France","","France Force Athlétique Open",1258694,3
"Cédric Jeannin","M","SBD","Raw",36,"35-39","Open",64.9,"66",170,177.5,182.5,NA,182.5,130,137.5,-140,NA,137.5,195,205,210,NA,210,530,"3",422,422,409.87,621.91,"Yes","","FFForce","2017-04-08","France","","France Force Athlétique Open",1258695,3
"Lucas Chelles","M","SBD","Raw",24.5,"24-34","Open",65.95,"66",170,180,185,NA,185,115,120,-122.5,NA,120,190,200,205,NA,205,510,"4",400.7,400.7,388.96,587.59,"Yes","","FFForce","2017-04-08","France","","France Force Athlétique Open",1258696,3
"Sébastien Jugant","M","SBD","Raw",28,"24-34","Open",64.61,"66",175,-180,-180,NA,175,102.5,-105,-105,NA,102.5,-230,230,-235,NA,230,507.5,"5",405.61,405.61,394.01,594.06,"Yes","","FFForce","2017-04-08","France","","France Force Athlétique Open",1258697,3
"Michael Bernard","M","SBD","Raw",46.5,"45-49","Open",64.78,"66",155,160,-162.5,NA,160,145,-147.5,147.5,NA,147.5,190,197.5,-202.5,NA,197.5,505,"6",402.72,430.1,391.17,589.45,"Yes","","FFForce","2017-04-08","France","","France Force Athlétique Open",1258698,3
"Quentin Descolat","M","SBD","Raw",23.5,"24-34","Open",65.68,"66",172.5,180,185,NA,185,100,-105,-105,NA,100,195,205,-210,NA,205,490,"7",386.29,386.29,375.03,563.08,"Yes","","FFForce","2017-04-08","France","","France Force Athlétique Open",1258699,3
"Maxence Durand","M","SBD","Raw",45.5,"45-49","Open",65.99,"66",-165,172.5,185,NA,185,105,110,-112.5,NA,110,165,185,-195,NA,185,480,"8",376.94,397.67,365.89,547.76,"Yes","France","FFForce","2017-04-08","France","","France Force Athlétique Open",1258700,3
"François Merland","M","SBD","Raw",32.5,"24-34","Open",64.68,"66",165,170,172.5,NA,172.5,95,100,-102.5,NA,100,190,197.5,205,NA,205,477.5,"9",381.28,381.28,370.37,553.43,"Yes","","FFForce","2017-04-08","France","","France Force Athlétique Open",1258701,3
"Arnaud Fruit","M","SBD","Raw",40.5,"40-44","Open",65.55,"66",155,165,-170,NA,165,110,115,-117.5,NA,115,185,195,-197.5,NA,195,475,"10",375.08,375.08,364.17,544.11,"Yes","France","FFForce","2017-04-08","France","","France Force Athlétique Open",1258702,3
"Loic Mancini","M","SBD","Raw",26.5,"24-34","Open",62.81,"66",150,160,-167.5,NA,160,120,-125,-125,NA,120,-190,-190,190,NA,190,470,"11",384.83,384.83,374.23,556.77,"Yes","","FFForce","2017-04-08","France","","France Force Athlétique Open",1258703,3
"Richard Combes","M","SBD","Raw",30.5,"24-34","Open",62.99,"66",160,165,-170,NA,165,-122.5,122.5,-125,NA,122.5,182.5,-187.5,-187.5,NA,182.5,470,"12",383.88,383.88,373.26,555.44,"Yes","","FFForce","2017-04-08","France","","France Force Athlétique Open",1258704,3
"Franck Pailhas","M","SBD","Raw",25.5,"24-34","Open",65.7,"66",-147.5,150,-155,NA,150,100,105,-110,NA,105,190,-200,-205,NA,190,445,"13",350.73,350.73,340.5,503.44,"Yes","","FFForce","2017-04-08","France","","France Force Athlétique Open",1258705,3
"Álvaro Fernández Ramos #1","M","SBD","Raw",27,"24-34","Open",64.45,"66",175,190,195,NA,195,115,120,125,NA,125,185,200,-202.5,NA,200,520,"G",416.47,416.47,404.6,612.01,"Yes","","FFForce","2017-04-08","France","","France Force Athlétique Open",1258706,3
"Hassan El Belghiti","M","SBD","Raw",42,"40-44","Open",69.45,"74",225,232.5,-237.5,NA,232.5,132.5,137.5,140,NA,140,272.5,295,-310,NA,295,667.5,"1",503.26,513.32,487.74,764.5,"Yes","France","FFForce","2017-04-08","France","","France Force Athlétique Open",1258707,3
"Cédric Letellier","M","SBD","Raw",22,"20-23","Open",72.98,"74",212.5,220,NA,NA,220,137.5,142.5,145,NA,145,220,-225,-225,NA,220,585,"2",425,429.25,411.37,635.37,"Yes","France","FFForce","2017-04-08","France","","France Force Athlétique Open",1258708,4
"Jérémy Begue","M","SBD","Raw",30,"24-34","Open",73.42,"74",200,-207.5,210,NA,210,145,150,152.5,NA,152.5,-212.5,212.5,220,NA,220,582.5,"3",421.36,421.36,407.78,629.48,"Yes","","FFForce","2017-04-08","France","","France Force Athlétique Open",1258709,3
"Kévin Bressano","M","SBD","Raw",25,"24-34","Open",73.6,"74",185,190,-192.5,NA,190,130,-135,-135,NA,130,245,255,-265,NA,255,575,"4",415.2,415.2,401.81,619.16,"Yes","","FFForce","2017-04-08","France","","France Force Athlétique Open",1258710,3
"Cyril Diago","M","SBD","Raw",24,"24-34","Open",72.85,"74",220,-230,-230,NA,220,125,130,132.5,NA,132.5,210,217.5,-222.5,NA,217.5,570,"5",414.64,414.64,401.36,617.72,"Yes","France","FFForce","2017-04-08","France","","France Force Athlétique Open",1258711,3
"Guillaume Faucher","M","SBD","Raw",33.5,"24-34","Open",73.77,"74",192.5,200,NA,NA,200,130,135,137.5,NA,137.5,220,230,NA,NA,230,567.5,"6",409.11,409.11,395.89,608.94,"Yes","","FFForce","2017-04-08","France","","France Force Athlétique Open",1258712,5
"Sébastien Pasquier","M","SBD","Raw",38.5,"35-39","Open",72.91,"74",200,-205,205,NA,205,135,137.5,-140,NA,137.5,220,-225,NA,NA,220,562.5,"7",408.94,408.94,395.83,608.11,"Yes","","FFForce","2017-04-08","France","","France Force Athlétique Open",1258713,4
